
0,0.2746614230766892,0.216776988863945,0.01,0.0005
2,0.40675823674201966,0.2819793094396591,0.009639269212585509,0.00048196346062927547
4,0.4612769147872925,0.30103970909118655,0.009277031785633282,0.0004638515892816641
7,0.5039357839107513,0.3223865423202515,0.00873069076571686,0.000436534538285843
9,0.5262934027671814,0.32562257266044614,0.008364355197985339,0.00041821775989926696
11,0.5459548263549805,0.32359139251708985,0.007996227513322693,0.0003998113756661346
13,0.5590631818294525,0.32031366050243376,0.007626206271242884,0.0003813103135621442
15,0.5715362052917481,0.32243763530254366,0.007254178469372199,0.00036270892346860996
17,0.5828516330242157,0.3228399900197983,0.006880017485427282,0.00034400087427136414
18,0.5884518470287323,0.32456498658657074,0.006692093136584149,0.0003346046568292074
20,0.5966729211330414,0.3261661012172699,0.006314458674893553,0.00031572293374467766
22,0.6056018531322479,0.3197235429286957,0.00593429626470586,0.00029671481323529297
24,0.6102406244277954,0.3301417782306671,0.0055514062404860365,0.00027757031202430184
26,0.6191995307922363,0.3285794234275818,0.00516555647014613,0.0002582778235073065
28,0.6218404450893402,0.32229661321640013,0.004776473898425048,0.0002388236949212524
30,0.6244118839263916,0.3218725839853287,0.0043838329055408696,0.00021919164527704348
32,0.6327912707805634,0.32051904606819154,0.003987238835693844,0.0001993619417846922
34,0.6346036581993103,0.32156757545471193,0.003586203916306077,0.00017931019581530385
36,0.6379386753082276,0.3184352321624756,0.003180110627669995,0.00015900553138349974
38,0.6400114839553833,0.3202677140235901,0.002768153171967635,0.00013840765859838175
40,0.6429216217517852,0.32338231551647184,0.0023492378861760376,0.00011746189430880188
42,0.6487703645706177,0.3185670461654663,0.0019217990943702903,9.608995471851451e-05
44,0.6503287519931793,0.3235363572835922,0.0014834165549752873,7.417082774876436e-05
46,0.6486279020786285,0.3228215864896774,0.0010298666348361786,5.149333174180893e-05
48,0.6528485391616822,0.32329836893081665,0.0005518918645844864,2.7594593229224316e-05
1,0.3047278887987137,0.22969926345348357,0.009819818665965752,0.0004909909332982877
3,0.3898543201446533,0.25171057534217833,0.009458343193786321,0.000472917159689316
5,0.4402626965999603,0.2623299362659454,0.009095325760829623,0.00045476628804148113
7,0.4713249263286591,0.2882468158006668,0.00873069076571686,0.000436534538285843
9,0.49767076592445375,0.2822531026601791,0.008364355197985339,0.00041821775989926696
10,0.5090071001529693,0.2893863753080368,0.008180521460508584,0.00040902607302542923
12,0.522353096485138,0.3049934233427048,0.007811460356680608,0.0003905730178340304
13,0.5324243222236633,0.2971634711027145,0.007626206271242884,0.0003813103135621442
15,0.5425791997432708,0.30368271517753603,0.007254178469372199,0.00036270892346860996
16,0.5546349248886109,0.29664617574214935,0.007067373137235416,0.00035336865686177077
18,0.5618680107116699,0.2871504056453705,0.006692093136584149,0.0003346046568292074
20,0.5739777527809143,0.31059433484077453,0.006314458674893553,0.00031572293374467766
22,0.5861527060508728,0.3110250924825668,0.00593429626470586,0.00029671481323529297
24,0.5917676167488098,0.31126070153713226,0.0055514062404860365,0.00027757031202430184
26,0.5988928448677063,0.312334059715271,0.00516555647014613,0.0002582778235073065
28,0.6010448552131653,0.3139938031435013,0.004776473898425048,0.0002388236949212524
30,0.6118895949840546,0.31271115493774415,0.0043838329055408696,0.00021919164527704348
32,0.6125049572467804,0.31082910203933717,0.003987238835693844,0.0001993619417846922
35,0.6197713067531586,0.3104516825675964,0.0033838346190164987,0.00016919173095082495
37,0.6243563843727111,0.3117665618658066,0.0029749249441556524,0.00014874624720778262
39,0.6291685824394226,0.30539008796215056,0.0025596489844146204,0.00012798244922073102
40,0.6300146282672882,0.3083528552055359,0.0023492378861760376,0.00011746189430880188
42,0.6299595049858093,0.31347396290302276,0.0019217990943702903,9.608995471851451e-05
44,0.6306858991146088,0.31542191982269285,0.0014834165549752873,7.417082774876436e-05
47,0.6339894967556,0.313660215139389,0.0007949432487547622,3.974716243773811e-05
49,0.6380101442813874,0.31618324542045595,0.000295751527325663,1.4787576366283148e-05
1,0.34922082905769347,0.24836744165420532,0.009819818665965752,0.0004909909332982877
2,0.3898169414520264,0.27234657275676727,0.009639269212585509,0.00048196346062927547
4,0.4361271327972412,0.28021437156200407,0.009277031785633282,0.0004638515892816641
6,0.4664694231033325,0.29222257614135744,0.00891321546089,0.00044566077304449995
8,0.4906830666542053,0.29065794694423674,0.008547741060271343,0.00042738705301356716
10,0.5025077438831329,0.29607807874679565,0.008180521460508584,0.00040902607302542923
12,0.5178066840648651,0.3072211595773697,0.007811460356680608,0.0003905730178340304
