
0,0.30521369492411615,0.19825937616825104,0.0005,None
1,0.35612332758903503,0.21211268794536592,0.0004909909332982877,None
2,0.3770898750782013,0.21143490755558014,0.00048196346062927547,None
3,0.3919374003410339,0.2133709123134613,0.000472917159689316,None
4,0.40083502607345584,0.21834330654144288,0.0004638515892816641,None
5,0.40923235268592834,0.21823578107357025,0.00045476628804148113,None
6,0.41701762714385987,0.22475929498672487,0.00044566077304449995,None
7,0.4225823933601379,0.22357465791702272,0.000436534538285843,None
8,0.4289414993286133,0.23538649213314056,0.00042738705301356716,None
9,0.43133553075790404,0.22265763115882872,0.00041821775989926696,None
10,0.43821547899246216,0.22938344430923463,0.00040902607302542923,None
11,0.43872163133621217,0.22131934690475463,0.0003998113756661346,None
12,0.44331591339111326,0.23381925892829894,0.0003905730178340304,None
13,0.4430180775642395,0.2348458468914032,0.0003813103135621442,None
14,0.4495374489307404,0.23132941019535064,0.0003720225378839164,None
15,0.45218124752044675,0.23349804389476775,0.00036270892346860996,None
16,0.45410341038703916,0.22739081382751464,0.00035336865686177077,None
17,0.4537839909076691,0.2358839943408966,0.00034400087427136414,None
18,0.4592887887477875,0.23514230108261108,0.0003346046568292074,None
19,0.45816892609596255,0.2252918529510498,0.000325179025243871,None
20,0.46120468864440917,0.23174595487117766,0.00031572293374467766,None
21,0.46261111764907836,0.23461837458610535,0.00030623526319596624,None
22,0.46454852776527406,0.2332282897233963,0.00029671481323529297,None
23,0.4662113663196564,0.23501507234573366,0.00028716029325726706,None
24,0.4686016341686249,0.23133229553699494,0.00027757031202430184,None
25,0.4675240003108978,0.24026906061172484,0.0002679433656340733,None
26,0.4686221384525299,0.23391017496585845,0.0002582778235073065,None
27,0.4722027940273285,0.23727888667583466,0.0002485719119736858,None
28,0.4727305634021759,0.23835540091991425,0.0002388236949212524,None
29,0.47195705909729,0.23641436529159546,0.00022903105082576662,None
30,0.47321442737579344,0.24410180044174196,0.00021919164527704348,None
31,0.47669841651916506,0.24394852149486543,0.00020930289784861406,None
32,0.4752142397403717,0.2395497292280197,0.0001993619417846922,None
33,0.4774315569400787,0.23885693848133088,0.00018936557445826965,None
34,0.47745469822883607,0.23933535039424897,0.00017931019581530385,None
35,0.47693048543930056,0.24009022748470307,0.00016919173095082495,None
36,0.47718446316719054,0.24171292984485626,0.00015900553138349974,None
37,0.4799370403289795,0.24621219742298125,0.00014874624720778262,None
38,0.47832228856086734,0.23943113815784453,0.00013840765859838175,None
39,0.4803393612384796,0.24732984352111817,0.00012798244922073102,None
40,0.4824638747215271,0.23896198177337646,0.00011746189430880188,None
41,0.4822990724563599,0.2307382470369339,0.00010683541932226925,None
42,0.4800953474998474,0.25045461106300354,9.608995471851451e-05,None
43,0.4837422824382782,0.2345081158876419,8.520895446665837e-05,None
44,0.4831642299175262,0.24206945872306823,7.417082774876436e-05,None
45,0.48292769145965575,0.24483309125900268,6.294627058970836e-05,None
46,0.48161779556274414,0.24213420403003694,5.149333174180893e-05,None
47,0.48503659963607787,0.2412192051410675,3.974716243773811e-05,None
48,0.48410186853408815,0.23768170094490051,2.7594593229224316e-05,None
49,0.4836424443244934,0.24117466819286346,1.4787576366283148e-05,None
0,0.24615946961939336,0.24342706906795503,0.0005,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
1,0.28996454246044157,0.25076169526576997,0.0004909909332982877,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
2,0.3093072944164276,0.25314099156856534,0.00048196346062927547,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
3,0.3186051671743393,0.2721715497970581,0.000472917159689316,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
4,0.32747075798511505,0.2682115750312805,0.0004638515892816641,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
5,0.3371176946640015,0.2720642986297607,0.00045476628804148113,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
6,0.34183510675430295,0.2789212646484375,0.00044566077304449995,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
7,0.3458907620668411,0.279510094165802,0.000436534538285843,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
8,0.35269220445156096,0.2847707155942917,0.00042738705301356716,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
9,0.3552247856616974,0.29013005566596983,0.00041821775989926696,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
10,0.3581274214982986,0.29201360082626343,0.00040902607302542923,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
11,0.36056756901741027,0.29334920704364775,0.0003998113756661346,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
12,0.36562497591972354,0.2953400946855545,0.0003905730178340304,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
13,0.36961735990047456,0.2830742256641388,0.0003813103135621442,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
14,0.3704908885717392,0.2911692614555359,0.0003720225378839164,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
15,0.3730548424243927,0.2820509626865387,0.00036270892346860996,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
16,0.37476785032749177,0.2893651280403137,0.00035336865686177077,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
17,0.37713751153945924,0.290575593829155,0.00034400087427136414,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
18,0.3799224336385727,0.2884829332828522,0.0003346046568292074,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
19,0.3813264616727829,0.2920831207036972,0.000325179025243871,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
20,0.3825678891658783,0.29662854969501495,0.00031572293374467766,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
21,0.3856874759674072,0.2979520192146301,0.00030623526319596624,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
22,0.38738757057189943,0.28429687571525575,0.00029671481323529297,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
23,0.3877068221092224,0.28807284879684447,0.00028716029325726706,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
24,0.3886857392311096,0.29410347867012027,0.00027757031202430184,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
25,0.39034000153541565,0.28536076843738556,0.0002679433656340733,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
0,0.24688227990493178,0.23194609534740449,0.0005,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
1,0.28744428539276123,0.25182726883888246,0.0004909909332982877,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
26,0.39285315022468564,0.2997574874162674,0.0002582778235073065,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
27,0.39290773572921756,0.28694208490848544,0.0002485719119736858,[ColorJitter(p=0.5, brightness=0, contrast=0, saturation=0, hue=0.1), GaussianBlur(p=0.5, kernel_size=9, sigma=7)]
